CourseCode,CourseName,Department,ILO,Similarity,Content
EH1320,"Arbete, makt och genus i Sverige sedan 1850",Institutionen för ekonomisk historia och internationella relationer,Du ska kunna talet .,0.3286581039428711,"Kursen ger en bred introduktion till svensk arbetarhistoria i ett genusperspektiv. Tidsmässigt behandlas perioden från och med 1850-talet och framåt med fokus på både förändringar och kontinuiteter. Särskilt fokuseras genusrelationer på arbetsmarknaden, olika aspekter av genusarbetsdelning och förhållandet mellan arbete, familj och försörjning. Därvid ges även grundläggande kunskaper om hur genus har samspelat i arbetsmarknadsrelationer, på arbetsplatser och i det reproduktiva arbetet med andra maktsymmetrier såsom klass, etnicitet, ålder, sexualitet och civilstånd. Kursen ger därtill översiktliga kunskaper om olika teorier och begrepp som används i ekonomisk- och socialhistorisk forskning om arbete och genus. Exempel på konkreta områden som behandlas i kursen är de sociala och materiella villkoren för olika grupper av kvinnor och män, äktenskapets betydelse för kvinnors arbetskraftsdeltagande, liksom välfärdsstatens framväxt, fackliga organisationers verksamhet, samt migration och arbete i ett genusperspektiv. Därutöver övas förmågan att läsa och analysera historiska källtexter."
MI2008,Miljö och samhälle,Institutionen för miljövetenskap (ACES),"Du ska kunna strukturera, sammanställa och kommunicera information skriftligt och muntligt .",0.3011835217475891,"a. Kursen behandlar miljöproblemens framväxt och hantering i samhället,  Människans utnyttjande av jordens naturresurser. Dessutom ingår hållbar utveckling, politiska styrmedel, miljölagstiftning, och tekniska lösningar på miljöproblem i ett nationellt och internationellt perspektiv."
JKA935,Queer Asien,"Institutionen för Asien-, Mellanöstern- och Turkietstudier",Du ska kunna frågor .,0.24780812859535217,"Den här kursen introducerar den växande mängd forskning som sammanlänkar asiatiska studier och queerstudier. Den belyser köns- och sexuell mångfald i både moderna och förmoderna östasiatiska miljöer, och den undersöker relaterade flytande identiteter främst genom exempel från litteratur, scenkonst, konsthistoria och populära medier. Genom att göra detta undersöker kursen de kulturella särdrag som till synes liknar transnationella fenomen, samtidigt som den undergräver essentialistisk determinism och dominansen för moderna västerländska modeller."
GV5010,"Introduktion till genus, makt och politik","Institutionen för etnologi, religionshistoria och genusvetenskap",Du ska kunna kommunicera dessa kunskaper i både skriftlig och muntlig form .,0.2992994785308838,"Kursen ger en bred introduktion till feministiska perspektiv på politik. I centrum står frågan om hur politisk styrning och organisering formar och formas av genus och andra maktordningar. Med utgångspunkt i historiska och samtida exempel undersöks hur kroppar, identiteter och relationer regleras av formella institutioner och lagar liksom informella normer, samt hur sådana maktförhållanden kan utmanas och förändras. Under kursen diskuteras hur olika feministiska inriktningar ifrågasätter traditionella synsätt på politik och erbjuder verktyg för att förstå samtidsfrågor såsom klimat- och miljöpolitik, våld och säkerhet, nationalism och migration, samt arbete och ekonomisk ojämlikhet."
GV5011,Genusvetenskapliga kulturstudier,"Institutionen för etnologi, religionshistoria och genusvetenskap",Du ska kunna skriftligt kommunicera sin kunskap till andra .,0.3388502299785614,"Kursen syftar till att belysa relationen mellan genus och kulturella uttryck i olika former. Den tar upp kritiska kulturstudier och behandlar genusperspektiv på populärkulturella uttryck och konstnärlig gestaltning. Fokus kan till exempel ligga på musik, litteratur, film eller teater."
TVPSGF,Teater- och performancestudier med fokus på genus och feminism,Institutionen för kultur och estetik,7.5 hp .,-0.01642414554953575,"Kursen behandlar teater- och performancestudier med fokus på genus och feminism. Kursen består av följande delar: Delkurs 1 introducerar och diskuterar teater- och performancestudier, intersektionell genusteori och feministisk teori ur ett nutida perspektiv.  Delkurs 2 fördjupar förståelsen av teater- och performancestudier, intersektionell genusteori och feministisk teori i anslutning till olika infallsvinklar såsom scenkonst, offentliga framträdanden och vardagslivets performativa uttryck."
IH1380,Glädjens idéhistoria,Institutionen för kultur och estetik,Du ska kunna uppvisa en grundläggande analytisk och kommunikativ förmåga i både tal och skrift .,0.1949000358581543,"Kursen behandlar glädje som begrepp och fenomen i det moderna samhället, från 1600-talet till vår tid. Detta görs genom att utforska politiska, sociala, medicinska, psykologiska och filosofiska idéer om glädje. Utifrån olika idéhistoriska perspektiv undersöks hur begreppet och fenomenet glädje tagits i bruk för att bibehålla sociala och politiska normer och ideal men också fungerat som redskap för samhällsförändring. Kursen behandlar också hur glädje har definierats, diskuterats och problematiserats inom olika filosofiska traditioner."
JK0900,Östasiens språk och kulturer - en översikt,"Institutionen för Asien-, Mellanöstern- och Turkietstudier",Du ska kunna uppvisa grundläggande faktakunskaper om området .,0.3476567268371582,"Kursen behandlar Östasiens historia, kultur, språk och samhällsutveckling. Kursen ger en övergripande orientering om såväl historiska som samtida kulturella fenomen i Östasien. Kursen tar även upp kulturella influenser mellan områdena, historiskt och i nutid, problematiserar synen på Östasien och ger en översikt över centrala händelser som haft en inverkan på den socio-kulturella, socio-ekonomiska och socio-politiska situationen. Kursen kräver inga förkunskaper i något av regionens språk."
GV5012,"Kropp, kamp, kritik: introduktion i queerstudier","Institutionen för etnologi, religionshistoria och genusvetenskap",Skriftligt och muntligt kommunicera sin kunskap till andra .,0.3132617771625519,"Upplägget utgår från några centrala teman i samtida queerstudier såsom trans, temporalitet, queera läsningar samt global politik. Dessa teman sätts alla i historisk belysning, varigenom det queerteoretiska fältets historiska framväxt och dess kopplingar till såväl akademiska traditioner som olika former av aktivism lyfts fram. Viktiga kritiska interventioner (t ex queera postkoloniala perspektiv) tas upp, liksom hur de bidragit till att utveckla och förändra fältet."
HA12FF,Grundkurs i handelsrätt: Juridisk översiktskurs,Juridiska institutionen,Du ska kunna självständigt planera och genomföra en arbetsuppgift inom givna tidsramar .,0.33076879382133484,"Den övergripande målsättningen med kursen är att ge en överblick över vissa centrala delar av den svenska rättsordningen och en förståelse av det juridiska arbetssättet och juridikens funktion i samhället. Kursen ger en juridisk allmänbildning, av värde för såväl privat- som yrkesliv, och utgör samtidigt en god grund för fortsatta studier i juridik.   Kursen inleds med en orientering i den svenska rättsordningens uppbyggnad och grundläggande rättskällor. Tyngdpunkten ligger på en översikt av centrala civilrättsliga regler, rörande rättskapacitet, avtal, köp av lös egendom, fordringar, fastighetsrätt, skadestånd, familjerättens ekonomiska regler, successionsrätt, immaterialrätt och arbetsrätt. Därutöver behandlas associationsrätten relativt ingående. Vidare ingår en orientering om marknadsrätt, förvaltningsrätt, processrätt, straffrätt, obeståndsrätt och EU-rätt."
BL5012,Ekotoxikologi,Institutionen för biologisk grundutbildning (BIG),Du ska kunna utföra och skriftligt redovisa standard .,0.2872706651687622,"Kursen ger ett helhetsperspektiv på miljögifter där allt från spridning och kemiska egenskaper till effekter på olika nivåer behandlas. I kursen ingår ekotoxikologisk teori och arbetsmetodik samt övning i att teoretiskt och praktiskt lösa ekotoxikologiska frågeställningar.   Mer specifikt behandlas följande: typer av miljögifter, deras spridning och upptag i biota. Toxicitetstester. Effekter på molekylär nivå samt på cell-, gen-, populations- och ekosystemnivå. Biomarkörer. Ekotoxikologin i samhället. Riskbedömning.      "
KO7001,Bioorganisk strukturanalys,Kemikum,Du ska kunna tolka och tillordna både en .,0.2931740880012512,"a. Kursen behandlar struktur- och konformationsbestämning av främst kolhydrater, peptider och nukleotider men även alkaloider, steroider och terpener kommer att beröras. De metoder som användas är NMR-spektroskopi, masspektrometri och molekylmekanik. Tonvikten ligger på att kombinera dessa tekniker för att lösa den tredimensionella strukturen hos naturprodukter. Både en- och tvådimensionella NMR-tekniker används och kombineras med molekylmodellering och molekyldynamiksimuleringar för att tolka resultaten. Internetbaserad informationssökning och moderna joniseringsmetoder inom masspektrometri ingår också.  b. Kursen består av följande moment: 1)	Teori (Theory) 7.5 hp 2)	Laborationer (Laboratory excercises) 7.5 hp"
MT7003,Bayesianska metoder,Matematiska institutionen,Du ska kunna välja lämpliga informativa och icke .,0.30101895332336426,"Kursen behandlar Bayes formel, informativa och icke-informativa à priorifördelningar, à posteriorifördelningar, en- och flerparameterfördelningar som binomial-, multinomial- och normalfördelningen, hierarkiska modeller, linjära modeller, bayesiansk inferens och modellanpassningsmått samt stokastisk simulering med MCMC (Markov Chain Monte Carlo)."
MT8001,Statistisk konsultmetodik,Matematiska institutionen,Du ska kunna specialister inom .,0.3433159291744232,"Kursen ger en översikt över praktiskt nyttiga statistiska metoder: metoder för statistisk planering, explorativ dataanalys, statistisk modellering och statistisk inferens samt träning i problemformulering, problemlösning och redovisning inom statistisk konsultverksamhet."
MT7002,Statistiska modeller,Matematiska institutionen,Du ska kunna kritiskt granska och bedöma rimligheten i sina resultat .,0.3149356544017792,"Kursen behandlar likelihoodmetoder, exponentiella familjer, multivariata modeller, regressionsmodeller, Fisherinformation och asymptotiska resultat."
MT7006,Överlevnadsanalys,Matematiska institutionen,Du ska kunna avgöra vilken typ av censurering och trunkering som ligger bakom givna .,0.2616913914680481,"Kursen behandlar censurering och trunkering, risk- och överlevnadsfunktion, skattning av överlevnadsfunktionen med Nelson-Aalen och Kaplan-Meier metoder, metoder för jämförelser av två eller flera överlevnadskurvor, några parametriska livslängdsfördelningar och skattningar av parametrar, icke-parametriska metoder, proportionell risk och Cox-regression samt några parametriska regressionsmodeller.  Kursen består av följande delar: Del 1: Teori (Theory) 6 hp. Del 2: Datorlaborationer (Computer Excersises) 1,5 hp."
AS7002,Astrofysikalisk gasdynamik,Institutionen för astronomi,Du ska kunna känna till och förstå de viktigaste typerna av instabiliteter .,0.34246426820755005,"Kursen behandlar de gasdynamiska processer som är viktiga inom astronomin. Vi går igenom de grundläggande ekvationer som beskriver gasrörelser, både med och utan magnetfält, chocker, turbulens, instabiliteter, gravitation och gas, strålning och gas, samt en introduktion till de numeriska metoder som finns för att lösa de gasdynamiska ekvationerna."
AS7003,Astronomisk observationsteknik I,Institutionen för astronomi,Du ska kunna till .,0.06976036727428436,"Kursen behandlar grundläggande teoretiska, praktiska och tekniska förutsättningar för detektering av astronomiska signaler, främst  elektromagnetisk (EM) strålning. Med hjälp av diffraktionsteori ges en bas för förståelsen av detekteringsprocesser, oavsett fotonernas energispektrum. Förberedelser av observationer samt reduktioner av data diskuteras både teoretiskt och praktiskt."
MT5006,Analys av kategoridata,Matematiska institutionen,Du ska kunna granska kritiskt och bedöma rimligheten hos sina resultat .,0.31549185514450073,"a. Kursen behandlar modeller för kategoridata, tvåvägs och flervägs kontingenstabeller, homogenitet och oberoende, generaliserade linjära modeller för diskreta data, logistisk regression, log-linjära modeller för diskreta data och modelldiagnostik.  b. Kursen består av följande moment: i)	Teori (Theory), 4 hp ii)	Inlämningsuppgifter (Home assignments), 3.5 hp"
BE7009,Avancerade numeriska metoder,Matematiska institutionen,"Du ska kunna förstå, använda och utveckla effektiva algoritmer för storskaliga problem .",0.34752461314201355,"a. Kursen behandlar  Multipolmetoder. Iterationsmetoder av Krylovtyp för asymmeriska och ickelinjära problem. Avancerade teman inom multigridmetoder.   b. Kursen består av följande moment: •	Teori (Theory), 4 hp •	Laborationer (Practical Exercises), 3,5 hp"
MO7003,Globala klimatsystemet,Meteorologiska institutionen (MISU),Du ska kunna undersöka hypotesers giltighet med hjälp av modeller och/eller observationer .,0.3396245241165161,Kursens behandlar hur fysikaliska och kemiska processer påverkar jordens klimat samt sambanden mellan människans aktivitet och ändringar av klimatet.  Kursen innehåller: •	upprätthållande av energi- och rörelsebalans i klimatsystemet •	energibalansmodeller •	det observerade klimatet och klimatförändringar •	kopplade globala atmosfär-ocean-landyte modeller •	klimatkänslighet •	tidsskalor i klimatsystemet •	reservoarer i klimatsystemet •	vetenskaplig hypotesformulering/prövning  •	kunskapsbegränsningar och deras orsaker
MO7003,Globala klimatsystemet,Meteorologiska institutionen (MISU),Du ska kunna skriftligt och muntligt redogöra för samt vetenskapligt kritiskt granska resultaten av hypotesprövningen .,0.26276761293411255,Kursens behandlar hur fysikaliska och kemiska processer påverkar jordens klimat samt sambanden mellan människans aktivitet och ändringar av klimatet.  Kursen innehåller: •	upprätthållande av energi- och rörelsebalans i klimatsystemet •	energibalansmodeller •	det observerade klimatet och klimatförändringar •	kopplade globala atmosfär-ocean-landyte modeller •	klimatkänslighet •	tidsskalor i klimatsystemet •	reservoarer i klimatsystemet •	vetenskaplig hypotesformulering/prövning  •	kunskapsbegränsningar och deras orsaker
FE5122,Financial Institutions Management,Företagsekonomiska institutionen,Genomföra en GAP-analys och en durationsberäkning .,0.23305544257164001,"Kursen är utformad för att ge studenter kunskap och nyckelbegrepp inom finansiella institutioner och bank management med ett fokus på kapital- och riskhantering. Kursen riktar sig i första hand till studenter som läser det första året på masterprogrammet i bank och finans.  Kursen behandlar följande temata: översikt av finansiella institutioner och finansiella system; finansiella infrastrukturer av europeiska centralbanker; mätning och uppföljning av bankers resultat; Asset-Liability management; ränterisker och durationsmätning; riskhantering med terminskontrakt inom asset och liability management; bankreglering avseende inlåningsgarantier och kapitaltäckning.  Kursen består av föreläsningar, uppgifter, seminarier, quizzar och whiteboard-övningar."
EC2107,The Economics of Discrimination,Nationalekonomiska institutionen,Förklara effekterna av så kallad ”Affirmative Action” .,0.29589077830314636,"Alla löneskillnader beror inte på diskriminering, och diskriminering syns inte alltid genom observerbara skillnader i löner eller andra förmåner. Denna kurs är inriktad på frågor om (löne)skillnader och diskriminering som hänger samman med etniskt ursprung och kön och fokuserar till största delen, men inte uteslutande, på arbetsmarknaden. Kursen innehåller tillämpningar av ekonomisk teori på arbetsmarknaden och studerar olika diskrimineringsteorier. I kursen ingår också empiriska undersökningar avseende inkomster och sysselsättning och noggranna studier av hur ekonometriska modeller har tillämpats på frågor om diskriminering."
PH4001,Individuell fördjupningskurs i folkhälsovetenskap,Institutionen för folkhälsovetenskap,"Identifiera, avgränsa och beskriva ett område av betydelse för ojämlikhet i hälsa .",0.273082971572876,"Kursen syftar till att ge studenten möjlighet att fördjupa sig inom ett valt ämnesområde. Kursen ska ge studenten möjlighet att tillägna sig relevanta förkunskaper och en grund för att kunna planera, analysera och genomföra ett självständigt arbete inom valt ämnesområde. Upplägg och planering av innehållet diskuteras i samråd med lärare och studierektor."
MM8018,Enumerativ kombinatorik,Matematiska institutionen,"Du ska kunna uttnyttja Möbiusinversion, inklusion .",0.28278419375419617,"Kursen behandlar: Grundläggande metoder i enumerativ kombinatorik. Den tolvfaldiga vägen, sållmetoder till exempel olika varianter av inklusion-exklusion, involutionsprincipen och determinantmetoder för att räkna gitterstigar. Olika aspekter av teori för partiellt ordnade mängder, exempelvis latticeteori, Möbiusinversion i pomängder och kopplingar till topologi."
FE6603,Tillväxt,Företagsekonomiska institutionen,Förklara begreppet exit-modell. För vem och varför skulle en viss exit .,0.3234826624393463,"Kursen består av följande examinationsmoment:  - Tillväxt 7,5 hp, provkod 6603  Kursens innehåll Målet med kursen är att ge studenterna insikt i de problem och möjligheter som är kopplade till att leda tillväxt i entreprenörssatsningar. Kursen syftar till att införa en rad begrepp, ramar, och tumregler som gör det möjligt för folk att agera entreprenöriellt i organisationer av alla storlekar och typer.   Kursen fokuserar på de beslut och åtgärder som ägare och chefer tar för att identifiera och välja möjligheter, att erhålla och fördela resurser, utmana och leda personal samt anpassa personliga mål och strategier på företagsnivå till föränderliga personliga och affärsmässiga förhållanden. I denna process granskar kursen utmaningar för ledningen som är typiska för olika skeden i företagets utveckling – uppstart, tillväxt, riktningsändringar etc.   Genom att använda denna ram kommer kursen att behandla frågor av särskild vikt för snabbt växande företag såsom nätverksbyggande, ledning med begränsade resurser, likviditetsplanering, delegering och professionalisering av verksamheten i takt med att den växer, krishantering. Samtidigt utövas viss försiktighet för att undvika att hämma entreprenörsandan i takt med att organisationen blir större och mer komplex."
FE6603,Tillväxt,Företagsekonomiska institutionen,Du ska kunna modell vara lämplig .,0.3325120210647583,"Kursen består av följande examinationsmoment:  - Tillväxt 7,5 hp, provkod 6603  Kursens innehåll Målet med kursen är att ge studenterna insikt i de problem och möjligheter som är kopplade till att leda tillväxt i entreprenörssatsningar. Kursen syftar till att införa en rad begrepp, ramar, och tumregler som gör det möjligt för folk att agera entreprenöriellt i organisationer av alla storlekar och typer.   Kursen fokuserar på de beslut och åtgärder som ägare och chefer tar för att identifiera och välja möjligheter, att erhålla och fördela resurser, utmana och leda personal samt anpassa personliga mål och strategier på företagsnivå till föränderliga personliga och affärsmässiga förhållanden. I denna process granskar kursen utmaningar för ledningen som är typiska för olika skeden i företagets utveckling – uppstart, tillväxt, riktningsändringar etc.   Genom att använda denna ram kommer kursen att behandla frågor av särskild vikt för snabbt växande företag såsom nätverksbyggande, ledning med begränsade resurser, likviditetsplanering, delegering och professionalisering av verksamheten i takt med att den växer, krishantering. Samtidigt utövas viss försiktighet för att undvika att hämma entreprenörsandan i takt med att organisationen blir större och mer komplex."
FE6605,Förhandlingsteknik för start-ups,Företagsekonomiska institutionen,Diskutera vanliga psykologiska tumregler och påverkan (bias),0.3498469591140747,"Alla förhandlar. Oavsett om det är forskaren som söker forskningsanslag, en designer som söker frilansuppdrag, en ingenjör som diskuterar sin första lön, eller en grupp av entreprenörer som försöker säkra finansieringen för sin nya satsning så kräver alla dessa situationer kunskaper i övertalning och förhandling. Alla företag står och faller med deras försäljning, och de flesta studenter vid SSES partnerskolor kommer någon gång att befinna sig i förhandlingar och i en försäljningsroll, antingen som entreprenörer i sina egna företag, eller som anställda vid exempelvis bioteknikföretag, kreativa företag eller konsultföretag. Att inneha en ledande befattning i någon typ av organisation handlar i huvudsak om att identifiera och lösa konflikter, även läkare kan komma att tvingas hantera tveksamma patienter som vägrar en behandling vilket också kräver kunskaper om förhandling, medling och övertalning."
KZ8005,NMR inom materialkemi,Kemikum,Du ska kunna och två .,0.269428551197052,"a. Kursen introducerar grunderna inom kärnspinnsresonans (NMR)  på fasta material, med fokus på dess möjligheter att erhålla information om lokal struktur och molekylär dynamik i huvudsakligen moderna oorganiska material. Grundläggande och avancerade experimentalla fast-fas NMR metoder beskrivs och deras tillämpningar illustreras på t.ex mineraler, keramer, glaser och porösa material.  b. Kursen består av följande moment: 1) Teori (Theory) 5 hp 2) Laborationer (Laboratory Excercises) 2.5 hp"
IH5211,Feminismens klassiker,Institutionen för kultur och estetik,Du ska kunna sammanställa en examinerande portfölj .,0.31353792548179626,"Kursen ger en idéhistorisk grund till studiet av feminism i historia och samtid. Särskild uppmärksamhet riktas mot hur feministiska perspektiv presenteras i universitetsundervisning och dagens media. Kursen rymmer både äldre källtexter och nyare litteratur samt erbjuder möjlighet till personlig fördjupning genom ett val mellan tre olika inriktningar: Gynecéer och kvinnokataloger, Klassiska verk och enskilda författare respektive Avhandlingar och akademiska studier."
AS7017,Stjärnatmosfärer,Institutionen för astronomi,Du ska kunna visa förståelse för resultat av .,0.16698554158210754,"Kursen behandlar grundläggande stjärnatmosfärsfysik och metoder för att behandla strålningstransport i dessa.   Kursen innefattar grunderna för modellering av stjärnfotosfärer såsom: kontinuumopaciteter, källfunktionen, olika aspekter av spektrallinjebildning, tillväxtkurvan, approximativa metoder som Milne-Eddington, koherent spridning, non-LTE med komplett redistribution och grundläggande numeriska metoder. VAL III-modellen och dess fysik behandlas som ett exempel på olika relevanta strålningsprocesser"
ENRFH1,Reformationslitteratur,Engelska institutionen,"Du ska kunna uttrycka sig ändamålsenligt på akademisk engelska i skrift, i diskussioner och muntlig framställning .",0.33298391103744507,"Kursen behandlar tidigmodern engelsk litteratur i olika genrer (exempelvis dramatik, poesi, brev, och predikningar), i relation till de omvälvande förändringar av samhället som Reformationen innebar, inte minst på grund av spänningen mellan katolicism och protestantism. Olika sätt att kritiskt närma sig perioden och dess litteratur behandlas också, liksom reformationslitteraturens sociala, teknologiska och institutionella förutsättningar."
IB437C,Data mining inom data- och systemvetenskap,Institutionen för data- och systemvetenskap (DSV),Du ska kunna kritiskt reflektera över etiska och integritetsmässiga aspekter av data mining och dess konsekvenser för individ och samhälle .,0.3260992467403412,"Testning och utvärdering, representation, beslutsträd och regler, linjära modeller, naive Bayes, lazy learning, kombination av modeller, associationsregler och klustring."
ENSL75,Engelskan i världen: sociolingvistiska aspekter,Engelska institutionen,Du ska ha skaffat sig relevanta verktyg för att undersöka centrala frågeställningar inom .,0.332363486289978,"Kursen behandlar olika former och uttal av engelskan i världen och ger fördjupade kunskaper om engelskans ställning utifrån språkpolitiska, sociologiska och historiska synvinklar. Studenten studerar 'World Englishes' både ur ett formellt och ett sociolingvistiskt perspektiv och undersöker hur spridningen av det engelska språket världen över har påverkats av historiska, politiska och sociala faktorer i Nordamerika, Afrika, Asien och andra delar av världen. Studenten undersöker också hur globaliseringen idag spelar en viktig roll för engelskans status, funktion och särdrag i världen."
GG8019,Isotopgeologi,Institutionen för geologiska vetenskaper (IGV),Du ska kunna använda sig av blandningsmodeller .,0.24843215942382812,"Kursen behandlar:  * masspektrometerns uppbyggnad  * preparations- och mätmetoder inklusive beräkningar av isotopvärden   * förekomst av lätta stabila isotoper och radiogena isotoper i naturen  * utveckling av isotopvärden under geologisk tid i några viktiga reservoarer  * blandningsmodeller  * orientering i några användningsområden inom geokemi, petrologi och biologi"
AN4207,Mytologi,Institutionen för arkeologi och antikens kultur,Du ska kunna muntligt och skriftligt (PM) redogöra för innehållet i aktuell forskning inom ett specialområde som utses av examinator .,0.324000746011734,"Den avancerade kursen i mytologi strävar att, förutom att ge en bred kunskap i studiet av myter, ämnets teorier och metoder, även vara forskningsförberedande. Med utgångspunkt i de antika myterna lär sig studenten att kritiskt använda sig av moderna vetenskapliga teorier kring myter och mytbildande, att öva sin metodologiska förmåga att tolka antika texter och använda dem i vetenskapligt syfte, att bredda sin kunskap om myters funktion och anpassning till olika kulturer samt att analysera hur antika myter används i dagens samhälle."
ARO151,Introduktionskurs i osteoarkeologi,Institutionen för arkeologi och antikens kultur,Du ska kunna visa förmåga att redogöra för och diskutera sitt kunnande med olika grupper .,0.18023785948753357,Kursen ger studenter en introduktion i osteologisk analysmetodik och teoribildning med tyngdpunkt på användning i arkeologiska sammanhang. Vidare ger kursen en introduktion om människans samt Skandinaviens däggdjurs skelettuppbyggnad. Kursen presenterar en översikt av centrala Skandinaviska arkeologiska skelettmaterial. Skelettmaterialens representationsproblematik och tafonomiska faktorer diskuteras.
BL7036,Insekter: inventering och bestämning,Institutionen för biologisk grundutbildning (BIG),Du ska kunna konstruera och använda bestämningsnycklar .,0.1738910973072052,"Kursen behandlar följande: * insekternas mångfald, fylogeni och evolution * jämförande insektsmorfologi och terminologi * molekylära metoder i utforskningen av insektsfaunan * konstruktion och användning av bestämningsnycklar * insamlings- och preparationstekniker, inventeringsmetodik * projektplanering "
BL7036,Insekter: inventering och bestämning,Institutionen för biologisk grundutbildning (BIG),Du ska kunna känna till och ha använt de vanligaste insamlings- och preparationsteknikerna .,0.2568318843841553,"Kursen behandlar följande: * insekternas mångfald, fylogeni och evolution * jämförande insektsmorfologi och terminologi * molekylära metoder i utforskningen av insektsfaunan * konstruktion och användning av bestämningsnycklar * insamlings- och preparationstekniker, inventeringsmetodik * projektplanering "
GG4147,Tektonik,Institutionen för geologiska vetenskaper (IGV),Du ska kunna visa förmåga att muntligt och skriftligt redogöra för aktuella forskningsfrågor inom tektonik .,0.2711960971355438,Kursen behandlar: •	Jordens struktur och plattektonik •	tektoniska processer vid divergerande plattgränser •	tektoniska processer vid konvergerande plattgränser •	tektoniska processer vid transforma plattgränser •	nuvarande forskning inom tektonik
SU7215,Kvalitativ forskningsmetod,Institutionen för socialt arbete,Du ska kunna genomföra uppgiften inom angiven tidsram .,0.2811211347579956,"Kursen behandlar •	fördjupad tillämpningen av olika kvalitativa forskningsmetoder (intervjuer, observationer, textanalys) •	kritisk granskning av olika forsknings- och analysmetoder •	olika analytiska tillvägagångssätt inom kvalitativ forskning •	begrepp som validitet och reliabilitet och hur de kan relateras till och värderas vid analysen av ett kvalitativt material •	fördjupning och problematisering av forskningsetiska principer"
FK8018,Kvantfältteori för kondenserad materia,Fysikum,Du ska kunna redogöra för grunderna i Landaus teori för fermivätskor .,0.3461354374885559,a. Kursen behandlar:   A. Andrakvantisering och kvantfältteoretisk formulering av mångpartikelteori: 1) Vägintegraler 2) Effektiv aktion och effektiv teori  B. Störningsteori: 1) Diagrammatiska metoder för noll och ändlig temperatur 2) Hubbard-Stratonovich transformationer  C. Tillämpningar:  1) Fermigaser och Fermivätskor 2) Medelfältteori för supraledare (BCS) 3) Spontant symmetribrott och ordningsparameter 4) Renormeringsgruppsmetoden.
FS1409,Mode som industri,Institutionen för mediestudier,Applicera dessa teorier och perspektiv på vetenskapliga diskussioner samt på samtida sociala fenomen .,0.3364957571029663,"Kursen behandlar den historiska bakgrunden och utvecklingen av den globala modeindustrin de senaste 200 åren med betoning på förhållandet mellan produktion, distribution och konsumtion av mode och modevaror. I centrum för förloppet står tre stora övergångsproblem: den industriella revolutionen under 1700- och 1800-talet, avregleringen av de nationella TEKO-branscherna i Västeuropa på 1970-talet samt den nu aktuella omregleringen av de textila s.k. importkvoterna i EU och USA."
ENFW14,Berömda verk i litteraturen från den engelskspråkiga världen,Engelska institutionen,"Du ska kunna uppvisa förmåga att använda grundläggande teoretiska begrepp, analysmodeller och metoder inom området;",0.3404475152492523,Studenten kommer att studera ett urval verk ur den engelskspråkiga litterära kanon samt stifta bekantskap med centrala begrepp inom vissa grenar av samtida litteraturforskning genom att läsa kritiskt material som relaterar till de litterära texter som studeras.
TYA980,Tyska - masterkurs,"Institutionen för slaviska och baltiska språk, finska, nederländska och tyska",Du ska kunna i såväl nationella som internationella sammanhang muntligt och skriftligt klart redogöra för och diskutera sina slutsatser och den kunskap och de argument som ligger till grund för dessa .,0.31610360741615295,"I kursen skrivs inom masterprogrammet i litteraturvetenskap ett examensarbete på tyska över ett litteraturvetenskapligt ämne och inom masterprogrammet i språkvetenskap ett examensarbete på tyska över ett språkvetenskapligt ämne.  Kursen är användbar för alla yrken och anställningar där mycket avancerade kunskaper i och om tyska språket, om tyskspråkig litteratur och de tyskspråkiga ländernas kultur samt avancerad förmåga i vetenskaplig textproduktion krävs eller är en konkurrensfördel."
TYA980,Tyska - masterkurs,"Institutionen för slaviska och baltiska språk, finska, nederländska och tyska",Du ska kunna beakta gällande forskningsetiska normer .,0.3119209110736847,"I kursen skrivs inom masterprogrammet i litteraturvetenskap ett examensarbete på tyska över ett litteraturvetenskapligt ämne och inom masterprogrammet i språkvetenskap ett examensarbete på tyska över ett språkvetenskapligt ämne.  Kursen är användbar för alla yrken och anställningar där mycket avancerade kunskaper i och om tyska språket, om tyskspråkig litteratur och de tyskspråkiga ländernas kultur samt avancerad förmåga i vetenskaplig textproduktion krävs eller är en konkurrensfördel."
TYA990,Tyska - masterkurs,"Institutionen för slaviska och baltiska språk, finska, nederländska och tyska",Du ska kunna i såväl nationella som internationella sammanhang muntligt och skriftligt klart redogöra för och diskutera sina slutsatser och den kunskap och de argument som ligger till grund för dessa .,0.31610360741615295,"I kursen skrivs inom masterprogrammet i litteraturvetenskap ett examensarbete på tyska över ett litteraturvetenskapligt ämne och inom masterprogrammet i språkvetenskap ett examensarbete på tyska över ett språkvetenskapligt ämne.  Kursen är användbar för alla yrken och anställningar där mycket avancerade kunskaper i och om tyska språket, om tyskspråkig litteratur och de tyskspråkiga ländernas kultur samt avancerad förmåga i vetenskaplig textproduktion krävs eller är en konkurrensfördel."
TYA990,Tyska - masterkurs,"Institutionen för slaviska och baltiska språk, finska, nederländska och tyska",Du ska kunna beakta gällande forskningsetiska normer .,0.3119209110736847,"I kursen skrivs inom masterprogrammet i litteraturvetenskap ett examensarbete på tyska över ett litteraturvetenskapligt ämne och inom masterprogrammet i språkvetenskap ett examensarbete på tyska över ett språkvetenskapligt ämne.  Kursen är användbar för alla yrken och anställningar där mycket avancerade kunskaper i och om tyska språket, om tyskspråkig litteratur och de tyskspråkiga ländernas kultur samt avancerad förmåga i vetenskaplig textproduktion krävs eller är en konkurrensfördel."
