identifier,plan_description,objectives
ST131G,"Kursen består av ett moment: 1. Statistik för statsvetare, tentamen 2. Statistik för statsvetare, inlämningsuppgift  Kursen ger en översikt av statistiska metoder som tillämpas inom stat och förvaltning. Kursens målsättning är att förmedla kunskap för att kritiskt kunna läsa och utvärdera rapporter med statistiskt innehåll.   Översiktligt behandlas: Statistiska mått, statistiska diagram, osäkerhet, hypotesprövning, linjära modeller, tidsseriemodeller, index, demografi, urval, datainsamlingsmetoder, olika typer av fel i undersökningar och hur man hanterar dessa, kritisk granskning. ",För godkänt resultat ska studenten kunna: • kritiskt granska den statistik som förekommer i  rapporter inom stat och förvaltning. 
ST131G,"Kursen består av endast en del och examineras genom två prov i enlighet med ovanstående provkoder, där ""Prov 1"" har provkod 11ST och ""Prov 2"" har provkod 12SI.  Kursen ger en översikt av statistiska metoder som tillämpas inom stat och förvaltning. Kursens målsättning är att förmedla kunskap för att kritiskt kunna läsa och utvärdera rapporter med statistiskt innehåll.   Översiktligt behandlas: Statistiska mått, statistiska diagram, osäkerhet, statistisk slutledning, linjära modeller, tidsseriemodeller, index, demografi, urval, datainsamlingsmetoder, olika typer av fel i undersökningar och hur man hanterar dessa, kritisk granskning.","För godkänt resultat skall studenten kunna: I.     förstå och redogöra för enklare statistiska begrepp och metoder, II.    kritiskt granska den statistik som förekommer i rapporter inom stat och förvaltning, III.   översiktligt planera en statistisk undersökning."
ST131G,"Kursen består av endast en del och examineras genom två prov i enlighet med ovanstående provkoder, där ""Prov 1"" har provkod 11ST och ""Prov 2"" har provkod 12SI.  Kursen ger en översikt av statistiska metoder inom samhällsvetenskap. Kursens målsättning är att förmedla kunskap för att kritiskt kunna läsa och utvärdera rapporter med statistiskt innehåll.   Översiktligt behandlas: Deskriptiv statistik, statistiska undersökningar, datainsamlingsmetoder, feltyper i undersökningar, regression, tidsserier, statistisk osäkerhet och slutledning, kritisk granskning.","För godkänt resultat skall studenten kunna: I.	förstå och redogöra för enklare statistiska begrepp och metoder, II.	kritiskt granska den statistik som förekommer i rapporter, III.	översiktligt planera en statistisk undersökning."
JKA923,Kursen syftar till att ge en översikt över den japanska litteraturhistorien från 700-talet till nutiden och introducerar ett antal tongivande litterära genrer i sin historiska kontext. Hälften av kursen behandlar litteratur från modern tid. Under kursens gång ges tillfälle att läsa och analysera ett antal representativa litterära texter i översättning. Förutom de texter som läses och analyseras gemensamt väljer kursdeltagarna individuellt någon längre text för fördjupade studier som redovisas i ett avslutande uppsatsarbete. ,För godkänt resultat på kursen skall studenten kunna: - orientera sig i den japanska litteraturhistorien - identifiera och beskriva ett antal viktiga litterära genrer i en historisk kontext - kommunicera fakta inom ämnesområdet muntligt och skriftligt - tolka och analysera litterära texter 
JKA923,Kursen syftar till att ge en översikt över den japanska litteraturhistorien från 700-talet till nutiden och introducerar ett antal tongivande litterära genrer i sin historiska kontext. Hälften av kursen behandlar litteratur från modern tid. Under kursens gång ges tillfälle att läsa och analysera ett antal representativa litterära texter i översättning. Förutom de texter som läses och analyseras gemensamt väljer kursdeltagarna individuellt någon längre text för fördjupade studier som redovisas i en avslutande hemskrivning.,För godkänt resultat på kursen ska studenten kunna: - orientera sig i den japanska litteraturhistorien - identifiera och beskriva ett antal viktiga litterära genrer i en historisk kontext - kommunicera fakta inom ämnesområdet muntligt och skriftligt - tolka och analysera litterära texter 
JKA923,Kursen syftar till att ge en översikt över den japanska litteraturhistorien från 700-talet till nutiden och introducerar ett antal tongivande litterära genrer i sin historiska kontext. Hälften av kursen behandlar litteratur från modern tid. Under kursens gång ges tillfälle att läsa och analysera ett antal representativa litterära texter i översättning.,För godkänt resultat på kursen ska studenten kunna: - orientera sig i den japanska litteraturhistorien - identifiera och beskriva ett antal viktiga litterära genrer i en historisk kontext - kommunicera fakta inom ämnesområdet muntligt och skriftligt - tolka och analysera litterära texter
JKA923,Kursen syftar till att ge en översikt över den japanska litteraturhistorien från 700-talet till nutiden och introducerar ett antal tongivande litterära genrer i sin historiska kontext. Hälften av kursen behandlar litteratur från modern tid. Under kursens gång ges tillfälle att läsa och analysera ett antal representativa litterära texter i översättning.,För godkänt resultat på kursen ska studenten kunna: - orientera sig i den japanska litteraturhistorien - identifiera och beskriva ett antal viktiga litterära genrer i en historisk kontext - kommunicera fakta inom ämnesområdet muntligt och skriftligt - tolka och analysera litterära texter
HA35FF,"Kursen avser att ge den studerande fördjupade insikter i det medie- och marknadsrättsliga systemet samt förståelse för medie- och marknadsrättens särskilda perspektiv. De rättsområden som primärt berörs är marknadsföringslagstiftningen och den immaterialrättsliga lagstiftningen. Marknadsföringslagstiftningen reglerar hur reklam och annan marknadsföring måste utformas för att inte vara olaglig. De immaterialrättsliga frågor som behandlas i kursen har sin fokus på upphovsrätt, design och varumärken. Särskilt vikt läggs vid hur dessa immaterialrätter används i praktiken som skydd och konkurrensmedel. I förhållande till ensamrätterna behandlas också vissa aspekter av regleringen av företagshemligheter. Vidare berörs frågor rörande den svenska offentliga rättens förhållande till de medie- och marknadsrättsliga systemen, i synnerhet yttrandefrihetsgrundlagen, tryckfrihetsförordningen, lagen om personuppgifter och offentlighetsprincipen.","Efter genomgången kurs förväntas studenten kunna: - redogöra för det aktuella regelverkets funktion som konfliktlösare, - identifiera, presentera och lösa juridiska problem inom kursens sakområde."
HA35FF,"Kursen syftar till att skapa förståelse för det medie- och marknadsrättsliga systemet samt dess olika och ibland motstridiga intressen. De rättsområden som primärt berörs är marknadsföringslagstiftningen och den immaterialrättsliga lagstiftningen. Marknadsföringslagstiftningen reglerar hur reklam och annan marknadsföring måste utformas för att inte vara olaglig. De immaterialrättsliga frågor som behandlas i kursen har sin fokus på upphovsrätt, design och varumärken. Särskilt vikt läggs vid hur dessa immaterialrätter används i praktiken som skydd och konkurrensmedel. I förhållande till ensamrätterna behandlas också vissa aspekter av regleringen av företagshemligheter. Vidare berörs frågor rörande den svenska offentliga rättens förhållande till det medie- och marknadsrättsliga systemet, i synnerhet yttrandefrihetsgrundlagen, tryckfrihetsförordningen, skyddet för den personliga integriteten och offentlighetsprincipen.","Efter genomgången kurs förväntas studenten kunna: Kunskap och förståelse - Förstå och redogöra för det aktuella regelverkets funktion som konfliktlösare,   Färdighet och förmåga - Identifiera, skriftligt analysera och muntligt diskutera juridiska problem inom kursens sakområde, - Tillämpa rättsregler och rättsprinciper på konkreta juridiska problem inom kursens sakområde.  Värderingsförmåga och förhållningssätt - Analysera och bedöma olika lösningar med beaktande av de ekonomiska, samhälleliga, och kulturella intressen som ligger till grund för det medie- och marknadsrättsliga systemet."
HA35FF,"Kursen syftar till att skapa förståelse för det medie- och marknadsrättsliga systemet samt dess olika och ibland motstridiga intressen. De rättsområden som primärt berörs är marknadsföringslagstiftningen och den immaterialrättsliga lagstiftningen. Marknadsföringslagstiftningen reglerar hur reklam och annan marknadsföring måste utformas för att inte vara olaglig. De immaterialrättsliga frågor som behandlas i kursen har sin fokus på upphovsrätt, design och varumärken. Särskilt vikt läggs vid hur dessa immaterialrätter används i praktiken som skydd och konkurrensmedel. I förhållande till ensamrätterna behandlas också vissa aspekter av regleringen av företagshemligheter. Vidare berörs frågor rörande den svenska offentliga rättens förhållande till det medie- och marknadsrättsliga systemet, i synnerhet yttrandefrihetsgrundlagen, tryckfrihetsförordningen, skyddet för den personliga integriteten och offentlighetsprincipen.","Efter genomgången kurs förväntas studenten kunna: Kunskap och förståelse - Förstå och redogöra för det aktuella regelverkets funktion som konfliktlösare,   Färdighet och förmåga - Identifiera, skriftligt analysera och muntligt diskutera juridiska problem inom kursens sakområde, - Tillämpa rättsregler och rättsprinciper på konkreta juridiska problem inom kursens sakområde.  Värderingsförmåga och förhållningssätt - Analysera och bedöma olika lösningar med beaktande av de ekonomiska, samhälleliga, och kulturella intressen som ligger till grund för det medie- och marknadsrättsliga systemet."
AS1012,"Kursen behandlar pseudovetenskaplig UFO-forskning kontra det naturvetenskapliga sökandet efter intelligent liv i universum, historiken kring Search for Extraterrestial Intelligence (SETI), Drakes ekvation, Fermis paradox samt dess tänkbara lösningar, Kardashev-skala, strategier för att identifiera utomjordiska civilisationer, strategier för att utforma och sända budskap till utomjordiska civilisationer, förutsättningar för interstellära resor och galaktisk kolonisering.",Efter att ha genomgått kursen ska studenten kunna: - redogöra för skillnaderna mellan UFO-relaterad pseudovetenskap och det naturvetenskapliga sökandet efter intelligent liv i universum - redogöra för Drakes ekvation samt Fermis paradox och dess tänkbara lösningar - redogöra för Kardashev-skalan samt potentiella kännetecken på civilisationer i olika utvecklingsstadier längs denna - redogöra för såväl befintliga som potentiella strategier för att söka efter och kommunicera med utomjordiska civilisationer - beskriva olika tänkbara metoder för interstellära resor och galaktisk kolonisering
AS1012,"Kursen behandlar pseudovetenskaplig UFO-forskning kontra det naturvetenskapliga sökandet efter intelligent liv i universum, historiken kring Search for Extraterrestial Intelligence (SETI), Drakes ekvation, Fermis paradox samt dess tänkbara lösningar, Kardashev-skala, strategier för att identifiera utomjordiska civilisationer, strategier för att utforma och sända budskap till utomjordiska civilisationer, förutsättningar för interstellära resor och galaktisk kolonisering.",Efter att ha genomgått kursen ska studenten kunna: - redogöra för skillnaderna mellan UFO-relaterad pseudovetenskap och det naturvetenskapliga sökandet efter intelligent liv i universum - redogöra för Drakes ekvation samt Fermis paradox och dess tänkbara lösningar - redogöra för Kardashev-skalan samt potentiella kännetecken på civilisationer i olika utvecklingsstadier längs denna - redogöra för såväl befintliga som potentiella strategier för att söka efter och kommunicera med utomjordiska civilisationer - beskriva olika tänkbara metoder för interstellära resor och galaktisk kolonisering
HA36FF,Kursens huvudsyfte är att förmedla grundläggande kunskaper om det arbetsrättsliga systemet såväl på den privata som den offentliga sektorn samt detta systems funktion sett ur ett samhälleligt perspektiv. Mycket stor vikt läggs vid att kursdeltagarna skall få övning i att handlägga arbetsrättsliga problem som man kan ställas inför i sitt yrkesliv. Undervisningen och examinationen är probleminriktad.  ,"Efter genomgången kurs förväntas studenten kunna:  - utnyttja centrala rättskällor inom kursens sakområde, - använda juridisk metod och terminologi inom kursens sakområde, - förklara rättsordningens funktioner som konfliktlösare inom kursens sakområde, och - identifiera, presentera och lösa arbetsrättsliga problem inom kursens sakområde."
HA36FF,Kursens huvudsyfte är att förmedla grundläggande kunskaper om det arbetsrättsliga systemet såväl på den privata som den offentliga sektorn samt detta systems funktion sett ur ett samhälleligt perspektiv. Mycket stor vikt läggs vid att kursdeltagarna skall få övning i att handlägga arbetsrättsliga problem som man kan ställas inför i sitt yrkesliv. Undervisningen och examinationen är probleminriktad.,"Efter genomgången kurs förväntas studenten kunna:  - utnyttja centrala rättskällor inom kursens sakområde, - använda juridisk metod och terminologi inom kursens sakområde, - förklara rättsordningens funktioner som konfliktlösare inom kursens sakområde, och - identifiera, presentera och lösa arbetsrättsliga problem inom kursens sakområde."
HA36FF,Kursens huvudsyfte är att förmedla grundläggande kunskaper om det arbetsrättsliga systemet såväl på den privata som den offentliga sektorn samt detta systems funktion sett ur ett samhälleligt perspektiv. Mycket stor vikt läggs vid att kursdeltagarna skall få övning i att handlägga arbetsrättsliga problem som man kan ställas inför i sitt yrkesliv. Undervisningen och examinationen är probleminriktad.,"Kunskap och förståelse Efter genomgången kurs förväntas studenten kunna: - identifiera, analysera, presentera och lösa arbetsrättsliga problem inom kursens sakområde.  Färdighet och förmåga Efter genomgången kurs förväntas studenten kunna: - utnyttja centrala rättskällor inom kursens sakområde, - använda juridisk metod och terminologi inom kursens sakområde, och - ha förmåga att förhandla.  Värderingsförmåga och förhållningssätt Efter genomgången kurs förväntas studenten kunna: - förklara rättsordningens funktioner som konfliktlösare inom kursens sakområde."
YPG10F,"Kursen behandlar olika dimensioner av konflikthantering på individ-, grupp- och organisationsnivå. Konflikters förlopp i olika organisationer behandlas. Kursen tar upp gruppdynamiska såväl som individuella aspekter som exempelvis rolltagande, makt, kön och etnicitet. Olika strategier för konflikthantering jämförs och diskuteras från ett pedagogiskt perspektiv","Efter kursen förväntas studenterna kunna: -  diskutera olika dimensioner av konflikthantering på individ-, grupp- och organisationsnivå, -  beskriva och jämföra konflikters förlopp i olika organisationer,  - analysera och problematisera individuella och gruppdynamiska aspekter kring konflikthantering såsom rolltagande, makt, kön och etnicitet,  - reflektera och problematisera olika strategier för konflikthantering.  "
FK1018,"Speciell relativitetsteori: rumtidsbegreppet, relativitetsprincipen, ljushastighetens konstans, samtidighet, längdkontraktion, tidsdilatation, hastighetsaddition, sambandet mellan massa och energi.  Allmän relativitetsteori: Ekvivalensprincipen, krökt rum, sambandet mellan speciell och allmän relativitetsteori.","Efter att ha genomgått kursen förväntas studenten:  •	förstå och kunna förklara varför och i vilken mening den relativistiska bilden av rumtiden måste ersätta den Newtonska bilden av absolut rum och tid  •	kunna diskutera grundläggande problem i den speciella relativitetsteorin med hjälp av rumtidsbegreppet •	kunna lösa grundläggande problem inom den speciella relativitetsteorin •	visa en översiktlig förståelse för grunderna i den allmänna relativitetsteorin, och för hur denna förhåller sig till den speciella relativitetsteorin"
FK1018,"Speciell relativitetsteori: rumtidsbegreppet, relativitetsprincipen, ljushastighetens konstans, samtidighet, längdkontraktion, tidsdilatation, hastighetsaddition, sambandet mellan massa och energi.  Allmän relativitetsteori: Ekvivalensprincipen, krökt rum, sambandet mellan speciell och allmän relativitetsteori.","Efter att ha genomgått kursen förväntas studenten:  •	förstå och kunna förklara varför och i vilken mening den relativistiska bilden av rumtiden måste ersätta den Newtonska bilden av absolut rum och tid  •	kunna diskutera grundläggande problem i den speciella relativitetsteorin med hjälp av rumtidsbegreppet •	kunna lösa grundläggande problem inom den speciella relativitetsteorin •	visa en översiktlig förståelse för grunderna i den allmänna relativitetsteorin, och för hur denna förhåller sig till den speciella relativitetsteorin"
YPG10F,"Kursen behandlar olika dimensioner av konflikthantering på individ-, grupp- och organisationsnivå. Konflikters förlopp i olika organisationer behandlas. Kursen tar upp gruppdynamiska såväl som individuella aspekter som exempelvis rolltagande, makt, kön och etnicitet. Olika strategier för konflikthantering jämförs och diskuteras från ett pedagogiskt perspektiv  ","Efter kursen förväntas studenterna kunna: -  diskutera olika dimensioner av konflikthantering på individ-, grupp- och organisationsnivå, -  beskriva och jämföra konflikters förlopp i olika organisationer,  - analysera och problematisera individuella och gruppdynamiska aspekter kring konflikthantering såsom rolltagande, makt, kön och etnicitet,  - reflektera och problematisera olika strategier för konflikthantering.   "
YPG10F,"Kursen behandlar olika dimensioner av konflikthantering på individ-, grupp- och organisationsnivå. Konflikters förlopp i olika organisationer behandlas. Kursen tar upp gruppdynamiska såväl som individuella aspekter som exempelvis rolltagande, makt, kön och etnicitet. Olika strategier för konflikthantering jämförs och diskuteras från ett pedagogiskt perspektiv","Efter kursen förväntas studenterna kunna: -  diskutera olika dimensioner av konflikthantering på individ-, grupp- och organisationsnivå, -  beskriva och jämföra konflikters förlopp i olika organisationer,  - analysera och problematisera individuella och gruppdynamiska aspekter kring konflikthantering såsom rolltagande, makt, kön och etnicitet,  - reflektera och problematisera olika strategier för konflikthantering."
VPG04F,"Kursen består av följande delkurser: <i>Kommunikation, 7,5 hp</i>  - grupprocesser och kommunikationsteorier - samtalsteori och samtalsmetodiska övningar - bild som kommunikationsinstrument  <i> Ledarskap och hälsa, 7,5 hp</i> - ledarskapets inre och yttre scener - förändringar på individ-, grupp- och organisationsnivå ur ett ledar- och hälsoperspektiv  - genus ur ett ledarperspektiv","<i>Kommunikation, 7,5 hp</i>  Efter att ha genomgått delkursen förväntas studenten kunna: - kritiskt bedöma kommunikativa situationer från det egna verksamhetsfältet, - använda bild och text i kombination som ett informationsredskap.  <i>Ledarskap och hälsa, 7,5 hp</i> Efter att ha genomgått delkursen förväntas studenten kunna: - ur ett ledar- och hälsoperspektiv använda pedagogiska och psykologiska tankemodeller i den egna verksamhetens förändringsarbete."
VPG04F,"Kursen består av följande delkurser:  <i>Kommunikation, 7,5 hp</i>  Delkursen behandlar teorier om kommunikation och samtal med särskilt fokus på samtalsledning inom olika verksamhetsområden. Vid sidan av samtalsövningar introduceras även grundläggande samtalsanalys som förberedelse för att självständigt genomföra, leda och analysera samtal inom det egna verksamhetsfältet.  Delkursen behandlar också teorier om grupper och grupprocesser vilka relateras till frågor om kommunikation, ledarskap och hälsa.  <i> Ledarskap och hälsa, 7,5 hp</i> Delkursen behandlar förändringar på individ-, grupp- och organisationsnivå ur ett ledarskaps- och hälsoperspektiv. Individers och verksamheters utveckling diskuteras med utgångspunkt i ledarskapets förutsättningar och olika former av maktutövning. Vid sidan av detta behandlas konflikter och konflikthantering inom olika typer av relationer.     ","<i>Kommunikation, 7,5 hp</i>  Efter att ha genomgått delkursen förväntas studenten kunna: - analysera och kritiskt bedöma kommunikativa situationer från det egna verksamhetsfältet, - analysera och kritiskt bedöma grupper och grupprocesser ur ett ledarskapsperspektiv.  <i>Ledarskap och hälsa, 7,5 hp</i> Efter att ha genomgått delkursen förväntas studenten kunna: - integrera teorier om kommunikation, grupper, ledarskap och hälsa i analyser av en verksamhet eller ett annat konkret fall."
VPG04F,"Kursen består av följande delkurser:  <i>Kommunikation,5 hp</i>  Delkursen behandlar teorier om kommunikation och samtal med särskilt fokus på samtalsledning inom olika verksamhetsområden. Vid sidan av samtalsövningar introduceras även grundläggande samtalsanalys som förberedelse för att självständigt genomföra, leda och analysera samtal inom det egna verksamhetsfältet.    <i>Grupper och grupprocesser, 5 hp</i>  Delkursen behandlar teorier och modeller för att analysera olika typer av grupper, deras struktur, utveckling över tid och sociala processer med betydelse för kommunikation, ledarskap och hälsa. Ett särskilt fokus ligger på grupper på arbetsplatser och hur ett salutogent perspektiv kan tillämpas för att belysa hälsofrämjande faktorer.    <i> Ledarskap och hälsa,5 hp</i> Delkursen behandlar förändringar på individ-, grupp- och organisationsnivå ur ett ledarskaps- och hälsoperspektiv. Individers och verksamheters utveckling diskuteras med utgångspunkt i ledarskapets förutsättningar och olika former av maktutövning. Vid sidan av detta behandlas konflikter och konflikthantering inom olika typer av relationer.","<i>Kommunikation, 5 hp</i>  Efter att ha genomgått delkursen förväntas studenten kunna: - analysera och kritiskt bedöma kommunikativa situationer från det egna verksamhetsfältet.  <i>Grupper och grupprocesser, 5 hp</i> Efter att ha genomgått delkursen förväntas studenten kunna: - analysera och kritiskt bedöma gruppers utveckling och sociala processer ur ett ledarskapsperspektiv.  <i>Ledarskap och hälsa, 5 hp</i> Efter att ha genomgått delkursen förväntas studenten kunna: - integrera teorier om kommunikation, grupper, ledarskap och hälsa i analyser av en verksamhet eller ett annat konkret fall."
YPG02F,"Kursen består av två delkurser. Kursen inleds med delkursen Projekt och projektledning 10 hp och följs av delkursen Projektplanering 5 hp.  Delkurser: <i> Projekt och projektledning, 10 hp</i> Delkursen ger en grundläggande introduktion av projekt som arbets- och organisationsform. Olika teorier och perspektiv på projekt samt organisationens betydelse för projektets utformning belyses och diskuteras. Delkursen fokuserar också på projektledaren och dennes roll och funktion i projektet. Därutöver fokuseras hur vi kan förstå mellanmänskliga relationer och grupprocessens påverkan och betydelse för projektets utfall.  <i> Projektplanering, 5 hp</i> I den här delkursen behandlas framgångsfaktorer och fallgropar som kan påverka projektets resultat. Delkursen ger också träning i att planera och genomföra ett projekt.  ","<i>Projekt och projektledning, 10 hp</i> Efter genomgången delkurs förväntas studenten kunna: -  beskriva och problematisera olika teorier och perspektiv på projekt som arbetsform, -  diskutera olika teorier och perspektiv på ledarskap och projektstyrning, -  beskriva och diskutera projektledarens roll och funktion i projektorganisationen, -  reflektera över hur olika organisationsformer har betydelse för projektorganisering, -  kritiskt reflektera över grupprocesser och roller inom projektorganisationen utifrån teoretiska perspektiv om grupper.  <i>Projektplanering, 5 hp</i> Efter genomgången delkurs förväntas studenten kunna: -  diskutera vilka framgångsfaktorer och fallgropar som kan påverka ett projekts resultat samt  -  planera och genomföra ett projekt. "
YPG02F,"Kursen består av två delkurser. Kursen inleds med delkursen Projekt och projektledning 10 hp och följs av delkursen Projektplanering 5 hp.  Delkurser: <i> Projekt och projektledning, 10 hp</i> Delkursen ger en grundläggande introduktion av projekt som arbets- och organisationsform. Olika teorier och perspektiv på projekt samt organisationens betydelse för projektets utformning belyses och diskuteras. Delkursen fokuserar också på projektledaren och dennes roll och funktion i projektet. Därutöver fokuseras hur vi kan förstå mellanmänskliga relationer och grupprocessens påverkan och betydelse för projektets utfall.  <i> Projektplanering, 5 hp</i> I den här delkursen behandlas framgångsfaktorer och fallgropar som kan påverka projektets resultat. Delkursen ger också träning i att planera och genomföra ett projekt.  ","<i>Projekt och projektledning, 10 hp</i> Efter genomgången delkurs förväntas studenten kunna: -  beskriva och problematisera olika teorier och perspektiv på projekt som arbetsform, -  diskutera olika teorier och perspektiv på ledarskap och projektstyrning, -  beskriva och diskutera projektledarens roll och funktion i projektorganisationen, -  reflektera över hur olika organisationsformer har betydelse för projektorganisering, -  kritiskt reflektera över grupprocesser och roller inom projektorganisationen utifrån teoretiska perspektiv om grupper.  <i>Projektplanering, 5 hp</i> Efter genomgången delkurs förväntas studenten kunna: -  diskutera vilka framgångsfaktorer och fallgropar som kan påverka ett projekts resultat samt  -  planera och genomföra ett projekt. "
UB120F,"Kursen har som mål att öka kunskapen om barn och ungdomar i svåra livssituationer, kopplat till nationella och internationella styrdokument. Kursen utgår från ett utvecklingsekologiskt och barndomssociologiskt synsätt och har en bred ansats. Den ger en introduktion till aktuell forskning inom följande områden: - utvecklingspsykologi, - interaktion och socialpsykologiska processer, - samtal med barn och unga, - skydds- och riskfaktorer i barns och ungdomars utveckling och uppväxt samt - samverkan mellan familj, förskola, skola och andra samhällsinsatser som socialtjänst och vård.  ","Efter genomgången kurs förväntas studenten kunna: - redogöra för samt tillämpa centrala begrepp, teorier och perspektiv på barn och ungdomar i svåra livssituationer, - känna igen skydds- och riskfaktorer i barns och ungdomars vardag samt kunna identifiera och kartlägga några av dessa samt - redogöra för och ge exempel på professionella förhållningssätt i praxisnära situationer.  "
UB120F,"Kursen har som mål att öka kunskapen om barn och ungdomar i svåra livssituationer, kopplat till nationella och internationella styrdokument. Kursen utgår från ett utvecklingsekologiskt och barndomssociologiskt synsätt och har en bred ansats. Den ger en introduktion till aktuell forskning inom följande områden: - utvecklingspsykologi, - interaktion och socialpsykologiska processer, - samtal med barn och unga, - skydds- och riskfaktorer i barns och ungdomars utveckling och uppväxt samt - samverkan mellan familj, förskola, skola och andra samhällsinsatser som socialtjänst och vård.  ","Efter genomgången kurs förväntas studenten kunna: - redogöra för samt tillämpa centrala begrepp, teorier och perspektiv på barn och ungdomar i svåra livssituationer, - känna igen skydds- och riskfaktorer i barns och ungdomars vardag samt kunna identifiera och kartlägga några av dessa samt - redogöra för och ge exempel på professionella förhållningssätt i praxisnära situationer.  "
UB120F,"Kursen har som mål att öka kunskapen om barn och ungdomar i svåra livssituationer, grundat i forskning och kopplat till nationella och internationella styrdokument. Kursen utgår från ett utvecklingsekologiskt och barndomssociologiskt synsätt och har en bred ansats. Den ger en introduktion till aktuell forskning inom följande områden: - utvecklingspsykologi, - interaktion och socialpsykologiska processer, - samtal med barn och unga, - skydds- och riskfaktorer i barns och ungdomars utveckling och uppväxt, särskilt vad gäller barn och unga med funktionsnedsättning och i socioekonomiskt utsatta situationer, samt - samverkan mellan familj, förskola, skola och andra samhällsinsatser som socialtjänst och vård.","Efter genomgången kurs förväntas studenten kunna: - redogöra för samt tillämpa centrala begrepp, teorier och perspektiv på barn och ungdomar i svåra livssituationer, särskilt vad gäller barn och unga med funktionsnedsättning och i socioekonomiskt utsatta situationer, - känna igen skydds- och riskfaktorer i barns och ungdomars vardag samt kunna identifiera och kartlägga några av dessa, samt - redogöra för och ge exempel på professionella förhållningssätt i praxisnära situationer."
UB120F,"Kursen har som mål att öka kunskapen om barn och ungdomar i svåra livssituationer, grundat i forskning och kopplat till nationella och internationella styrdokument. Kursen utgår från samhällsvetenskapliga perspektiv på barn- och ungdom och introducerar aktuell forskning om barn och unga i svåra livssituationer, såsom social utsatthet och våld. Centralt i kursen är barns och ungas egna perspektiv samt professionella möten och samtal med barn.","För godkänt resultat på kursen ska studenten kunna: - redogöra för samt tillämpa centrala begrepp, teorier och perspektiv på barn och ungdomar i svåra livssituationer, - känna igen skydds- och riskfaktorer i barns och ungdomars vardag samt kunna identifiera och kartlägga några av dessa, samt - redogöra för och ge exempel på professionella förhållningssätt i praxisnära situationer."
RHG111,Kursen ger en orientering om islams ursprung och utveckling. Kursen behandlar grundläggande islamiska begrepp och islams uppkomst och historiska utveckling presenteras översiktligt. I kursen studeras också några grundläggande metodiska och teoretiska frågor inom islamologin.,"För godkänt resultat på kursen ska studenten kunna - redogöra för islams grundtankar, uppkomst och historia i stora drag, - redogöra för Koranens huvudsakliga innehåll och utifrån det analysera korantexter."
RHG111,"Kursen ger en orientering om islams ursprung och utveckling. Kursen behandlar grundläggande islamiska begrepp och islams uppkomst och historiska utveckling presenteras översiktligt. I kursen presenteras också grundläggande centrala texter, såsom Koranen och Sunnah, liksom islamisk lag.","För godkänt resultat på kursen ska studenten kunna - redogöra för islams grundtankar, uppkomst och historia i stora drag, - redogöra för grundläggande religiösa textkällor samt lagens tillkomst."
RHG111,"Kursen ger en orientering i islams uppkomst på Arabiska halvön under 600-talet och utvecklingen under de stora kalifatens och sultanatens tid, från 600-talet fram till och med cirka 1900. På kursen tar vi också upp grundläggande centrala begrepp och institutioner som fortfarande är av betydelse för muslimer världen över. Vidare behandlas översiktligt den idé- och lärdomshistoriska utvecklingen inom lag (shari‘a-rätt), teologi och filosofi m.m. En väsentlig aspekt på kursen är också hur berättelser och föreställningar om islams tidiga förflutna (historiografi) ännu kan vara av betydelse som referensram för muslimer idag, i tolkningen och kategoriserandet av nutida händelser och skeenden.","För godkänt resultat på kursen ska studenten kunna • redogöra för islams uppkomst och utveckling. • redogöra för grundläggande centrala begrepp och institutioner.  • redogöra översiktligt för den idé- och lärdomshistoriska utvecklingen inom lag, teologi och filosofi. • redogöra för och reflektera över historiografins betydelse som referensram för muslimer idag i tolkningen och kategoriserandet av nutida händelser och skeenden."
RHG112,"Kursen ger en orientering om islams ursprung och utveckling. Säraskilt uppmärksammas nutida islam och dess utbredning i ett globalt perspektiv. Genusfrågor, muslimsk feminism samt sufismens uppkomst och utveckling fokuseras särskilt.","För godkänt resultat på kursen ska studenten kunna - redovisa och diskutera de argument som framförts inom muslimsk feminism, - redogöra för sufismens uppkomst, utveckling och förhållande till mystik inom andra religioner. "
RHG112,"Kursen ger en orientering om islams ursprung och utveckling. Särskilt uppmärksammas samtida islam och dess utbredning i ett globalt perspektiv. Kursen fokuserar särskilt genusfrågor, muslimsk feminism liksom fromhetsorienterade tolkningar såsom sufism.","För godkänt resultat på kursen ska studenten kunna - redogöra för samtida islam och dess utbredning i ett globalt perspektiv, - redogöra för och diskutera de argument som framförts inom muslimsk feminism, - redogöra för sufismens uppkomst och utveckling. "
RHG112,"Kursen ger en orientering i centrala frågor, problem och ämnen i nutida diskussioner om islam och mellan företrädare för olika förhållningssätt inom islam. Till exempel uppmärksammas frågor som rör religionens plats i moderniteten, nytolkning av islams källor, muslimsk feminism och genusmedveten korantolkning, frågan om islams förenlighet med demokrati och andra samtidsrelevanta frågor. På kursen uppmärksammas också den fromhetsorienterade eller ”mystika” tradition inom islam som kallas sufism, och förhållandet mellan denna och andra strömningar inom islam.","För godkänt resultat på kursen ska studenten kunna  • redogöra för och reflektera över centrala frågor, problem och ämnen i nutida diskussioner om islam och mellan företrädare för olika förhållningssätt inom islam. • redogöra för sufism och förhållandet mellan denna och andra strömningar inom islam."
